"title_description","base_salary"
"TEACHER","132305.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER","128657.00"
"TEACHER","140588.00"
"ASSISTANT PRINCIPAL","104437.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","132305.00"
"TEACHER","128657.00"
"TEACHER SPECIAL EDUCATION","128657.00"
"TEACHER SPECIAL EDUCATION","124021.00"
"PRINCIPAL","178641.00"
"TEACHER SPECIAL EDUCATION","132305.00"
"TEACHER","140588.00"
"PRINCIPAL","210434.00"
"TEACHER","140588.00"
"PRINCIPAL","204615.00"
"TEACHER ATTENDANCE","132305.00"
"TEACHER SPECIAL EDUCATION","110848.00"
"TEACHER SPECIAL EDUCATION","129631.00"
"PRINCIPAL","182182.00"
"PRINCIPAL","204920.00"
"TEACHER SPECIAL EDUCATION","66078.00"
"ASSISTANT PRINCIPAL","173029.00"
"TEACHER","140588.00"
"PRINCIPAL","198355.00"
"TEACHER","132305.00"
"TEACHER","136442.00"
"ASSISTANT PRINCIPAL","164453.00"
"TEACHER","140588.00"
"CSE CHAIRPERSON","170428.00"
"TEACHER SPECIAL EDUCATION","136492.00"
"TEACHER","121078.00"
"TEACHER","140588.00"
"SCHOOL PSYCHOLGIST","138189.00"
"SCHOOL SECRETARY","88567.00"
"TEACHER","113803.00"
"TEACHER","132305.00"
"TEACHER","113803.00"
"SCHOOL SECRETARY","70980.00"
"TEACHER","133777.00"
"SCHOOL PSYCHOLGIST","125109.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","113148.00"
"TEACHER","121677.00"
"TEACHER","132305.00"
"TEACHER SPECIAL EDUCATION","110848.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"PRINCIPAL","216747.00"
"TEACHER","140588.00"
"TEACHER","132305.00"
"TEACHER","140588.00"
"TEACHER","121078.00"
"TEACHER SPECIAL EDUCATION","128657.00"
"TEACHER","132467.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","95544.00"
"TEACHER","140588.00"
"12 MONTH SPECIAL EDUCATION ASST. PRINCIPAL","158346.00"
"TEACHER","125494.00"
"TEACHER","74121.00"
"TEACHER","128657.00"
"TEACHER","140588.00"
"PRINCIPAL","210753.00"
"TEACHER","140588.00"
"SCHOOL SECRETARY","89929.00"
"TEACHER SPECIAL EDUCATION","82037.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"GUIDANCE COUNSELOR","144525.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER SPECIAL EDUCATION","113394.00"
"TEACHER","140588.00"
"TEACHER","125494.00"
"12 MONTH SPECIAL EDUCATION ASST. PRINCIPAL","182757.00"
"TEACHER","140588.00"
"TEACHER","132305.00"
"PRINCIPAL","209117.00"
"TEACHER","136442.00"
"TEACHER","113803.00"
"TEACHER SPECIAL EDUCATION","147048.00"
"GUIDANCE COUNSELOR","144525.00"
"EDUCATIONAL ADMINISTRATOR CSA","151859.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"PRINCIPAL ASSIGNED","204920.00"
"TEACHER","132305.00"
"ASSISTANT PRINCIPAL","165336.00"
"TEACHER","125494.00"
"TEACHER","140588.00"
"EDUCATIONAL ADMINISTRATOR CSA","179338.00"
"GUIDANCE COUNSELOR","137520.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER","140588.00"
"SCHOOL SECRETARY","54552.00"
"TEACHER","140588.00"
"TEACHER","129631.00"
"TEACHER","132305.00"
"ASSISTANT PRINCIPAL","153562.00"
"TEACHER SPECIAL EDUCATION","98226.00"
"TEACHER","124021.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","104145.00"
"TEACHER","109657.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","132305.00"
"TEACHER","106702.00"
"ASSISTANT PRINCIPAL","148870.00"
"TEACHER SPECIAL EDUCATION","113394.00"
"TEACHER SPECIAL EDUCATION","132305.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"EDUCATIONAL ADMINISTRATOR CSA","174955.00"
"TEACHER","140588.00"
"ASSISTANT PRINCIPAL","146710.00"
"GUIDANCE COUNSELOR","144525.00"
"TEACHER SPECIAL EDUCATION","147048.00"
"TEACHER","132517.00"
"TEACHER SPECIAL EDUCATION","67054.00"
"TEACHER","128657.00"
"TEACHER","132305.00"
"TEACHER","140588.00"
"SCHOOL PSYCHOLGIST","145345.00"
"PRINCIPAL","204920.00"
"PRINCIPAL","187515.00"
"TEACHER","116542.00"
"TEACHER","110848.00"
"TEACHER","140588.00"
"TEACHER","133777.00"
"TEACHER","120039.00"
"TEACHER SPECIAL EDUCATION","124021.00"
"ASSISTANT PRINCIPAL","148812.00"
"TEACHER","133777.00"
"TEACHER SPECIAL EDUCATION","102565.00"
"TEACHER","136442.00"
"PRINCIPAL","195206.00"
"TEACHER","128657.00"
"PRINCIPAL","209117.00"
"TEACHER","140588.00"
"TEACHER","111350.00"
"EDUCATIONAL ADMINISTRATOR CSA","173690.00"
"TEACHER","121677.00"
"TEACHER","140588.00"
"TEACHER","133777.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"SCHOOL SECRETARY","80662.00"
"TEACHER SPECIAL EDUCATION","70684.00"
"TEACHER","140588.00"
"TEACHER","128657.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","147048.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","132305.00"
"TEACHER","140588.00"
"SCHOOL SECRETARY","89929.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER","140588.00"
"GUIDANCE COUNSELOR","144525.00"
"SCHOOL SECRETARY","74398.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","113803.00"
"ASSISTANT PRINCIPAL","159662.00"
"TEACHER","140588.00"
"TEACHER","136492.00"
"TEACHER","128451.00"
"EDUCATIONAL ADMINISTRATOR CSA","167027.00"
"SCHOOL SECRETARY","85987.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","124710.00"
"TEACHER SPECIAL EDUCATION","147048.00"
"TEACHER SPECIAL EDUCATION","136442.00"
"TEACHER","140588.00"
"TEACHER","111350.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"EDUCATIONAL ADMINISTRATOR CSA","179232.00"
"TEACHER SPECIAL EDUCATION","105520.00"
"TEACHER","140588.00"
"TEACHER","132305.00"
"TEACHER","140588.00"
"ASSISTANT SUPERINTENDENT","234029.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","128451.00"
"TEACHER SPECIAL EDUCATION","132305.00"
"EDUCATIONAL ADMINISTRATOR CSA","192582.00"
"TEACHER","140588.00"
"ASSISTANT PRINCIPAL","164453.00"
"TEACHER","132305.00"
"TEACHER SPECIAL EDUCATION","111756.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","128451.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER","140588.00"
"TEACHER","97502.00"
"PRINCIPAL","216747.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","136492.00"
"PRINCIPAL","216747.00"
"TEACHER","136492.00"
"TEACHER SPECIAL EDUCATION","136492.00"
"PRINCIPAL","216747.00"
"ASSISTANT PRINCIPAL ASSIGNED","167249.00"
"TEACHER","140588.00"
"PRINCIPAL","216747.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER","140588.00"
"SCHOOL SOCIAL WORKER","133011.00"
"TEACHER SPECIAL EDUCATION","132305.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER SPECIAL EDUCATION","147048.00"
"TEACHER SPECIAL EDUCATION","132517.00"
"TEACHER SPECIAL EDUCATION","147048.00"
"PRINCIPAL ASSIGNED","216747.00"
"TEACHER","136492.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER SPECIAL EDUCATION","120039.00"
"TEACHER","132305.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","113394.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"SCHOOL PSYCHOLGIST","139141.00"
"PRINCIPAL","192800.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","128657.00"
"TEACHER","128657.00"
"TEACHER","128451.00"
"TEACHER","132305.00"
"ASSISTANT SUPERINTENDENT","253423.00"
"TEACHER","136492.00"
"PRINCIPAL","204920.00"
"TEACHER","136492.00"
"TEACHER","140588.00"
"EDUCATIONAL ADMINISTRATOR CSA","176511.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"ASSISTANT SUPERINTENDENT","222200.00"
"TEACHER","140588.00"
"TEACHER","128451.00"
"TEACHER","140588.00"
"ASSISTANT PRINCIPAL","162381.00"
"TEACHER","111756.00"
"TEACHER","133777.00"
"TEACHER","120039.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"SCHOOL PSYCHOLGIST","141111.00"
"SCHOOL PSYCHOLGIST","145345.00"
"SCHOOL PSYCHOLGIST","145345.00"
"TEACHER","140588.00"
"ASSISTANT PRINCIPAL","162381.00"
"TEACHER","136492.00"
"GUIDANCE COUNSELOR","144525.00"
"EDUCATIONAL ADMINISTRATOR CSA","178607.00"
"TEACHER SPECIAL EDUCATION","136492.00"
"TEACHER SPECIAL EDUCATION","128657.00"
"TEACHER","136492.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER","140588.00"
"TEACHER","132305.00"
"TEACHER","132305.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"PRINCIPAL","198655.00"
"ASSISTANT PRINCIPAL","167253.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","124710.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","132305.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"TEACHER","136492.00"
"TEACHER","132305.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","132305.00"
"GUIDANCE COUNSELOR","132261.00"
"TEACHER","128657.00"
"TEACHER SPECIAL EDUCATION","147048.00"
"TEACHER SPECIAL EDUCATION","142902.00"
"EDUCATIONAL ADMINISTRATOR CSA","178817.00"
"TEACHER","136492.00"
"EDUCATIONAL ADMINISTRATOR CSA","169848.00"
"TEACHER","132517.00"
"ASSISTANT PRINCIPAL","164453.00"
"TEACHER-REG SUB","69616.00"
"TEACHER","136492.00"
"ASSISTANT PRINCIPAL","157652.00"
"TEACHER SPECIAL EDUCATION","132305.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"SCHOOL PSYCHOLGIST","141111.00"
"ASSISTANT PRINCIPAL","151186.00"
"TEACHER","132517.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"SCHOOL PSYCHOLGIST","145345.00"
"ASSISTANT PRINCIPAL","164453.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","136492.00"
"ASSISTANT PRINCIPAL","155722.00"
"TEACHER","140588.00"
"SCHOOL SECRETARY","67366.00"
"PRINCIPAL","194113.00"
"TEACHER","140588.00"
"TEACHER","128657.00"
"TEACHER","132305.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","128451.00"
"TEACHER","128451.00"
"PRINCIPAL","210753.00"
"TEACHER","140588.00"
"TEACHER","124021.00"
"TEACHER","140588.00"
"TEACHER","120408.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","132305.00"
"TEACHER","132517.00"
"TEACHER ASSIGNED A","140588.00"
"ASSISTANT PRINCIPAL","167253.00"
"TEACHER","136492.00"
"TEACHER SPECIAL EDUCATION","132305.00"
"TEACHER","121078.00"
"TEACHER","128451.00"
"ASSISTANT PRINCIPAL","185873.00"
"ASSISTANT PRINCIPAL","157652.00"
"TEACHER","132305.00"
"TEACHER","140588.00"
"TEACHER","136492.00"
"TEACHER","140588.00"
"TEACHER","136492.00"
"TEACHER","140588.00"
"TEACHER","98226.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","110848.00"
"TEACHER","140588.00"
"TEACHER","128657.00"
"PRINCIPAL","204920.00"
"TEACHER","128657.00"
"GUIDANCE COUNSELOR","144525.00"
"EDUCATIONAL ADMINISTRATOR CSA","173690.00"
"TEACHER","132305.00"
"TEACHER","136492.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"ASSISTANT PRINCIPAL","142508.00"
"EDUCATIONAL ADMINISTRATOR CSA","177778.00"
"TEACHER","128657.00"
"TEACHER","136492.00"
"TEACHER","140588.00"
"SCHOOL PSYCHOLGIST","147615.00"
"TEACHER","132305.00"
"TEACHER SPECIAL EDUCATION","140588.00"
"ASSISTANT PRINCIPAL","177435.00"
"TEACHER","128451.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","136492.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER","128657.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","120039.00"
"PRINCIPAL","216747.00"
"TEACHER","140588.00"
"TEACHER","125494.00"
"TEACHER","136492.00"
"SCHOOL SOCIAL WORKER","145345.00"
"ASSISTANT PRINCIPAL","137296.00"
"ASSISTANT SUPERINTENDENT","253423.00"
"ASSISTANT PRINCIPAL","141960.00"
"EDUCATIONAL ADMINISTRATOR CSA","192582.00"
"TEACHER SPECIAL EDUCATION","136442.00"
"TEACHER SPECIAL EDUCATION","98412.00"
"TEACHER","140588.00"
"TEACHER","140588.00"
"TEACHER","132305.00"
"TEACHER","128657.00"
"TEACHER","140588.00"
"EDUCATIONAL ADMINISTRATOR CSA","158262.00"
"TEACHER","140588.00"
"ASSISTANT PRINCIPAL","155012.00"
"PRINCIPAL","198355.00"
"TEACHER","132305.00"
"TEACHER","136492.00"
"TEACHER","120039.00"
"TEACHER","121677.00"
"SCHOOL PSYCHOLGIST","143315.00"
"TEACHER","132305.00"
"TEACHER","128657.00"
"GUIDANCE COUNSELOR","136118.00"
"TEACHER","132467.00"
"TEACHER","136492.00"
"TEACHER","133777.00"
"GUIDANCE COUNSELOR","136229.00"
"TEACHER","128657.00"
"TEACHER","136492.00"
"TEACHER SPECIAL EDUCATION","103472.00"
"TEACHER","132305.00"
"SCHOOL SECRETARY","56241.00"
"TEACHER","136492.00"
"TEACHER","140588.00"
"TEACHER SPECIAL EDUCATION","74116.00"
"SCHOOL SECRETARY","88567.00"
"TEACHER SPECIAL EDUCATION","113394.00"
"TEACHER","133777.00"
"TEACHER","121677.00"
"ASSISTANT PRINCIPAL","141960.00"
"TEACHER","111756.00"
"TEACHER","113394.00"
"TEACHER","133777.00"
"ASSISTANT PRINCIPAL","148870.00"
"TEACHER SPECIAL EDUCATION","121677.00"
"TEACHER","113803.00"
"TEACHER SPECIAL EDUCATION","129880.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","109852.00"
"TEACHER","120039.00"
"TEACHER","125494.00"
"PRINCIPAL","204386.00"
"TEACHER","113803.00"
"TEACHER","125494.00"
"TEACHER","129880.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER SPECIAL EDUCATION","129880.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER ASSIGNED B","125494.00"
"EDUCATIONAL ADMINISTRATOR CSA","164931.00"
"TEACHER","133777.00"
"TEACHER","125494.00"
"ASSISTANT PRINCIPAL","146710.00"
"GUIDANCE COUNSELOR","137520.00"
"EDUCATIONAL ADMINISTRATOR CSA","159592.00"
"TEACHER","113394.00"
"ASSISTANT PRINCIPAL","146710.00"
"TEACHER","133777.00"
"TEACHER SPECIAL EDUCATION","125494.00"
"TEACHER","133777.00"
"TEACHER","116542.00"
"TEACHER","111756.00"
"TEACHER","113394.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","118132.00"
"ASSISTANT PRINCIPAL","157706.00"
"TEACHER","93644.00"
"EDUCATIONAL ADMINISTRATOR CSA","164355.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","121839.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"PRINCIPAL","204386.00"
"TEACHER","133777.00"
"PRINCIPAL","187576.00"
"TEACHER","133777.00"
"TEACHER","123348.00"
"TEACHER","129631.00"
"TEACHER","125494.00"
"PRINCIPAL","204386.00"
"TEACHER","133777.00"
"TEACHER","120039.00"
"TEACHER","133777.00"
"TEACHER","125494.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","111756.00"
"TEACHER","125494.00"
"TEACHER","129631.00"
"TEACHER","121677.00"
"TEACHER","113803.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","121677.00"
"TEACHER","125494.00"
"TEACHER","133777.00"
"TEACHER","125494.00"
"TEACHER","125494.00"
"TEACHER","133777.00"
"TEACHER","125494.00"
"TEACHER SPECIAL EDUCATION","106884.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER SPECIAL EDUCATION","120039.00"
"TEACHER","120039.00"
"TEACHER","113394.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"EDUCATIONAL ADMINISTRATOR CSA","130774.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER SPECIAL EDUCATION","121677.00"
"TEACHER SPECIAL EDUCATION","120039.00"
"TEACHER","110848.00"
"TEACHER","133777.00"
"ASSISTANT PRINCIPAL","137296.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER SPECIAL EDUCATION","120039.00"
"TEACHER-REG SUB","75631.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER SPECIAL EDUCATION","121677.00"
"TEACHER SPECIAL EDUCATION","125494.00"
"PRINCIPAL","174096.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER SPECIAL EDUCATION","125494.00"
"PRINCIPAL","209117.00"
"TEACHER","129880.00"
"TEACHER","125494.00"
"TEACHER","110848.00"
"TEACHER","133777.00"
"EDUCATIONAL ADMINISTRATOR CSA","175888.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","118132.00"
"TEACHER","133777.00"
"ASSISTANT PRINCIPAL","137296.00"
"TEACHER","110848.00"
"TEACHER","125494.00"
"TEACHER","133777.00"
"TEACHER","109852.00"
"TEACHER","133777.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER","133777.00"
"TEACHER","125494.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER","133777.00"
"TEACHER","125494.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER SPECIAL EDUCATION","125494.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER SPECIAL EDUCATION","125494.00"
"TEACHER","125494.00"
"TEACHER","141277.00"
"EDUCATIONAL ADMINISTRATOR CSA","159017.00"
"TEACHER","121677.00"
"ASSISTANT PRINCIPAL","141960.00"
"TEACHER","133777.00"
"TEACHER","121677.00"
"ASSISTANT PRINCIPAL","162998.00"
"ASSISTANT PRINCIPAL","175127.00"
"ASSISTANT PRINCIPAL","141960.00"
"TEACHER SPECIAL EDUCATION","110848.00"
"TEACHER","133777.00"
"TEACHER SPECIAL EDUCATION","133777.00"
"TEACHER","111756.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","137994.00"
"SCHOOL SOCIAL WORKER","138189.00"
"TEACHER","90742.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
"TEACHER","129631.00"
"TEACHER","125494.00"
"TEACHER","133777.00"
"TEACHER SPECIAL EDUCATION","125494.00"
"TEACHER","133777.00"
"TEACHER","120039.00"
"ASSISTANT PRINCIPAL","165399.00"
"TEACHER SPECIAL EDUCATION","113803.00"
"TEACHER","133777.00"
"TEACHER","133777.00"
